gene,n_datasets,meta_Z,meta_p,consistency,n_sig,mean_log2FC,GSE276942_log2FC,GSE215410_log2FC,GSE174412_log2FC,GSE276942_p,GSE215410_p,GSE174412_p,meta_padj
Slc1a2,3,0.6478819041790406,0.5170613356549899,0.6666666666666666,0,-15.57808439747779,0.6612149659418698,0.03355121829137886,-47.429019376666616,0.37804874662390997,0.8030069284603256,0.6514966931299704,0.9999814863457843
Rptor,3,-0.6478419047838445,0.5170872089267528,1.0,0,-0.08630767182453909,-0.02663036374363159,-0.15631345206331915,-0.07597919966666655,0.8504200475497081,0.26700840881585036,0.7733292176737399,0.9999814863457843
Gbx2,2,0.6477613964550025,0.5171392870937239,0.5,0,0.017877730150855985,,-0.0003292720316213568,0.03608473233333333,,0.995766813188233,0.4005786040816511,0.9999814863457843
Zfp319,3,-0.6474360615601016,0.5173497631049111,1.0,0,-0.1744496376858037,-0.02684587871391031,-0.3779251950101674,-0.11857783933333343,0.8367364613226805,0.2875199363891407,0.7729548989067153,0.9999814863457843
Fcgbp,3,-0.6473104207780196,0.5174310585094092,0.6666666666666666,0,-0.11873582541277866,-0.18222325306145493,-0.17929776317688106,0.005313539999999999,0.22045079427126513,0.655893999271657,0.18385777719690696,0.9999814863457843
Gm43489,2,0.6469103920715488,0.5176899396436344,1.0,0,0.10882411100688319,,0.18026163134709955,0.03738659066666683,,0.34192371998926774,0.9528063769963634,0.9999814863457843
Tmem135,3,-0.6467720391396852,0.5177794912230356,0.6666666666666666,0,-0.1782128760036059,-0.10641928354447572,0.12485142386699088,-0.5530707683333329,0.5206697136657961,0.27452510750255193,0.25455048008784736,0.9999814863457843
A230077H06Rik,3,0.6467703084727567,0.517780611481033,0.6666666666666666,0,0.12002493704751675,-0.16230834310805697,0.25762096558394054,0.2647621886666667,0.7501013535223405,0.24378293616778987,0.19511852068754812,0.9999814863457843
Dlg1,3,-0.6467524285698619,0.5177921851876253,0.6666666666666666,0,-0.47646053971790775,-0.163100751762979,0.08582443594258571,-1.35210530333333,0.4724308618977423,0.4948177216444816,0.5183637386080312,0.9999814863457843
B230364G03Rik,2,-0.6467159636795851,0.5178157894185995,1.0,0,-0.06619231813420737,,-0.06849158660174806,-0.06389304966666667,,0.5658539620723696,0.7142902203198676,0.9999814863457843
Gm26790,2,0.6465885315116853,0.5178982824060276,1.0,0,0.035990925444420875,,0.006199320555508425,0.06578253033333333,,0.9678493880234822,0.4226497308103743,0.9999814863457843
Gm37100,2,0.6465599625646627,0.5179167773959126,0.5,0,0.4307011636951625,,-0.03905536560967466,0.9004576929999997,,0.5000000000000001,0.1659228879528652,0.9999814863457843
Gm44414,2,-0.6464818972657854,0.5179673171194796,0.5,0,-0.08160681821406196,,-0.20621090576145717,0.042997269333333255,,0.219927869800029,0.8673636773046159,0.9999814863457843
Zfp598,3,-0.6461138983378657,0.5182055951488789,0.6666666666666666,0,-0.07261987914274386,-0.09192264334268785,-0.24342404708554355,0.11748705299999984,0.6345182810299831,0.3278392712490659,0.8369091999491362,0.9999814863457843
Wsb1,3,-0.6460931714187064,0.518219017442886,0.6666666666666666,0,-0.5197821437277227,-0.25875888758570476,0.1858077664025357,-1.486395309999999,0.5347492497559404,0.27538318189345495,0.23762238927747076,0.9999814863457843
Dpy19l1,3,-0.6460541265562185,0.5182443025197031,1.0,0,-0.15926204848805595,-0.09934377721178045,-0.062049114919055626,-0.3163932533333318,0.5691395105695454,0.7660607972121463,0.8772651573740508,0.9999814863457843
5033430I15Rik,3,-0.6460292145605275,0.5182604356214338,0.6666666666666666,0,-0.16617941018713608,-0.36501202144828415,-0.38903236877979075,0.2555061596666667,0.3030460882165685,0.15359141458354056,0.08423556627469304,0.9999814863457843
Jph2,3,-0.6459725161749961,0.5182971546762347,0.6666666666666666,0,-0.19909670261889625,-0.6142192624778184,-0.04601979504553699,0.06294894966666667,0.2654726324463466,0.9136999125302974,0.40981426316320246,0.9999814863457843
Cep57,3,-0.6459083438283066,0.5183387156463581,0.6666666666666666,0,-0.11399531879926113,-0.2648690293726643,0.06508639464154786,-0.14220332166666694,0.429219787936575,0.5444597110661284,0.6661802234012044,0.9999814863457843
Pef1,3,-0.6457595566759052,0.518435083692822,1.0,0,-0.09245392872549003,-0.056107348903836396,-0.07214074527263392,-0.1491136919999998,0.5908200002210791,0.6908334547940695,0.8903691653627531,0.9999814863457843
Cda,3,0.645756085147933,0.5184373322795557,0.6666666666666666,0,0.09507802619047545,0.3788625180512861,-0.22609526747985975,0.132466828,0.5307801137166371,0.48656056765476047,0.39807619470218847,0.9999814863457843
Gm42577,3,0.645644240841263,0.5185097790493145,0.6666666666666666,0,0.11490096047973608,-0.12856276927556776,0.10613256638144253,0.36713308433333347,0.8582223456540913,0.21019857318396282,0.35222802513260115,0.9999814863457843
Ankrd26,3,-0.6455854867940295,0.5185478388799076,0.6666666666666666,0,-0.21578475473657358,-0.09507950687267552,0.10000454799628677,-0.652279305333332,0.7800546239002051,0.7064387521785129,0.19101506229446108,0.9999814863457843
Wasf1,3,-0.6455079158480467,0.5185980901752749,0.6666666666666666,0,0.7023638108232179,-0.15343270058063574,-0.021532840283043697,2.282056973333333,0.25609653328308835,0.8951066860266566,0.3731638176466073,0.9999814863457843
Gpr82,2,0.6454167532077276,0.5186571495330434,0.5,0,0.04844336037251629,,0.10036333941169925,-0.003476618666666669,,0.23515570546656625,0.8917415354169589,0.9999814863457843
BC022687,3,0.6454163243401381,0.5186574273814362,1.0,0,0.13594197560349594,0.01443289720323726,0.059608246940583864,0.3337847826666667,0.9516940683487874,0.8087349673819939,0.2086832142699947,0.9999814863457843
Dnase1l2,3,0.6454073629350686,0.5186632331816452,0.6666666666666666,0,0.12527222400462848,0.47318359716062464,0.010008003519927477,-0.1073749286666667,0.2544249932557489,0.97707021005964,0.41509774717524855,0.9999814863457843
Hyal3,3,-0.6453500873090869,0.5187003409729409,0.6666666666666666,0,-0.027492261328710483,-0.12121435075205422,0.1291801890992561,-0.09044262233333333,0.8176642855444473,0.8358173774045499,0.20406111806349578,0.9999814863457843
Armc6,3,-0.645343183617307,0.518704813836481,0.6666666666666666,0,-0.10137107819559384,0.0031268210512553907,-0.25558546963803686,-0.05165458600000006,0.9799760698443691,0.07676386018284373,0.8508844534096126,0.9999814863457843
